NORIOCOMP,Frequencia,Impacto,Vulnerabil,NM_MUN,SIGLA_UF,length_m
Rio Muquiqui do Norte,Alta,Médio,Alta,Muqui,ES,18215.768340035327
Rio Muriaé,Alta,Alto,Alta,Itaperuna,MG,16743.75651128284
Rio Muriaé,Alta,Alto,Alta,Itaperuna,RJ,29147.432843991406
Rio Muriaé,Alta,Alto,Alta,Laje do Muriaé,MG,16743.75651128284
Rio Muriaé,Alta,Alto,Alta,Laje do Muriaé,RJ,33184.49961381941
Rio Muriaé,Alta,Alto,Alta,Patrocínio do Muriaé,MG,16743.75651128284
Rio Muriaé,Alta,Alto,Alta,Patrocínio do Muriaé,RJ,16743.75651128284
Rio Muriaé,Alta,Baixo,Média,Miraí,MG,13394.355430901249
Rio Muriaé,Alta,Baixo,Média,Muriaé,MG,17133.041549247322
Rio Muriaé,Alta,Baixo,Média,Patrocínio do Muriaé,MG,9821.813111235657
Rio Muriaé,Alta,Médio,Alta,Campos dos Goytacazes,RJ,18089.96855766325
Rio Muriaé,Alta,Médio,Alta,Cardoso Moreira,RJ,48402.9124418464
Rio Muriaé,Alta,Médio,Alta,Italva,RJ,25173.322989503784
Rio Muriaé,Alta,Médio,Alta,Itaperuna,MG,16743.75651128284
Rio Muriaé,Alta,Médio,Alta,Itaperuna,RJ,70163.51419416572
Rio Muriaé,Alta,Médio,Alta,Laje do Muriaé,MG,16743.75651128284
Rio Muriaé,Alta,Médio,Alta,Laje do Muriaé,RJ,30266.34162206592
Rio Muriaé,Alta,Médio,Alta,Miraí,MG,11345.048321489694
Rio Muriaé,Alta,Médio,Alta,Muriaé,MG,22532.094748561994
Rio Muriaé,Alta,Médio,Alta,Patrocínio do Muriaé,MG,20587.15921398837
Rio Muriaé,Alta,Médio,Alta,Patrocínio do Muriaé,RJ,16743.75651128284
Rio Muriaé,Alta,Médio,Alta,Santana de Cataguases,MG,6913.019147629735
Rio Muru,Alta,Alto,Alta,Tarauacá,AC,31867.19231025117
Rio Muru,Média,Baixo,Baixa,Feijó,AC,103479.69803845871
Rio Muru,Média,Baixo,Baixa,Tarauacá,AC,139142.74438442432
Rio Mutum,Alta,Alto,Alta,Mutum,MG,3231.80700037339
Rio Negrinho,Alta,Médio,Alta,Rio Negrinho,PR,3158.973480172664
Rio Negrinho,Alta,Médio,Alta,Rio Negrinho,SC,10483.135108051702
Rio Negrinho,Alta,Médio,Alta,Rio Negro,PR,3158.973480172664
Rio Negrinho,Alta,Médio,Alta,Rio Negro,SC,3158.973480172664
Rio Negrinho,Alta,Médio,Alta,São Bento do Sul,SC,7324.161627879038
Rio Negro,Alta,Alto,Alta,Antônio Olinto,PR,33000.97676376409
Rio Negro,Alta,Alto,Alta,Antônio Olinto,SC,33000.97676376409
Rio Negro,Alta,Alto,Alta,Mafra,PR,85493.02972447324
Rio Negro,Alta,Alto,Alta,Mafra,SC,85493.02972447324
Rio Negro,Alta,Alto,Alta,Manaus,AM,20127.84817721699
Rio Negro,Alta,Alto,Alta,Rio Negro,PR,85493.02972447324
Rio Negro,Alta,Alto,Alta,Rio Negro,SC,85493.02972447324
Rio Negro,Alta,Alto,Alta,São Mateus do Sul,PR,63690.816743894466
Rio Negro,Alta,Alto,Alta,São Mateus do Sul,SC,63690.816743894466
Rio Negro,Alta,Alto,Alta,Três Barras,PR,63690.816743894466
Rio Negro,Alta,Alto,Alta,Três Barras,SC,63690.816743894466
Rio Negro,Alta,Baixo,Média,Antônio Olinto,PR,118129.04889379106
Rio Negro,Alta,Baixo,Média,Antônio Olinto,SC,112014.8293609467
Rio Negro,Alta,Baixo,Média,Canoinhas,PR,41577.41784412562
Rio Negro,Alta,Baixo,Média,Canoinhas,SC,41577.41784412562
Rio Negro,Alta,Baixo,Média,Corumbá,MS,16237.116284092828
Rio Negro,Alta,Baixo,Média,Lapa,PR,47975.4640745123
Rio Negro,Alta,Baixo,Média,Lapa,SC,47975.4640745123
Rio Negro,Alta,Baixo,Média,Mafra,PR,154774.49200297135
Rio Negro,Alta,Baixo,Média,Mafra,SC,154774.49200297135
Rio Negro,Alta,Baixo,Média,Manaus,AM,102165.09556873613
Rio Negro,Alta,Baixo,Média,Novo Airão,AM,8826.222280859007
Rio Negro,Alta,Baixo,Média,Rio Negro,PR,42759.662642024654
Rio Negro,Alta,Baixo,Média,Rio Negro,SC,42759.662642024654
Rio Negro,Alta,Baixo,Média,São Mateus do Sul,PR,41577.41784412562
Rio Negro,Alta,Baixo,Média,São Mateus do Sul,SC,41577.41784412562
Rio Negro,Alta,Baixo,Média,Três Barras,PR,58839.73256310628
Rio Negro,Alta,Baixo,Média,Três Barras,SC,58839.73256310628
Rio Negro,Alta,Médio,Alta,Novo Airão,AM,28176.05893963194
Rio Negro,Baixa,Baixo,Baixa,Barcelos,AM,265977.23523895105
Rio Negro,Baixa,Baixo,Baixa,Santa Isabel do Rio Negro,AM,161485.00982682942
Rio Negro,Baixa,Baixo,Baixa,São Gabriel da Cachoeira,AM,163901.8138670994
Rio Negro,Média,Médio,Média,Aceguá,RS,15656.246328589748
Rio Negro,Média,Médio,Média,Bagé,RS,15656.246328589748
Rio Neves,Baixa,Baixo,Baixa,Sambaíba,MA,12322.62697166505
Rio Nhamundá,Alta,Baixo,Média,Faro,AM,9700.40993350189
Rio Nhamundá,Alta,Baixo,Média,Faro,PA,13060.301159661705
Rio Nhamundá,Alta,Baixo,Média,Juruti,AM,70391.03886968744
Rio Nhamundá,Alta,Baixo,Média,Juruti,PA,70391.03886968744
Rio Nhamundá,Alta,Baixo,Média,Nhamundá,AM,80091.44880318933
Rio Nhamundá,Alta,Baixo,Média,Nhamundá,PA,80091.44880318933
Rio Nhamundá,Alta,Baixo,Média,Parintins,AM,70391.03886968744
Rio Nhamundá,Alta,Baixo,Média,Parintins,PA,70391.03886968744
Rio Nhamundá,Alta,Médio,Alta,Faro,AM,9700.40993350189
Rio Nhamundá,Alta,Médio,Alta,Faro,PA,21750.727039961872
Rio Nhamundá,Alta,Médio,Alta,Nhamundá,AM,9700.40993350189
Rio Nhamundá,Alta,Médio,Alta,Nhamundá,PA,9700.40993350189
Rio Nioaque,Alta,Médio,Alta,Anastácio,MS,27129.974098905284
Rio Nioaque,Alta,Médio,Alta,Nioaque,MS,42660.31769637218
Rio Novo,Alta,Baixo,Média,Descoberto,MG,10933.717871395766
Rio Novo,Alta,Baixo,Média,Rio Novo do Sul,ES,12056.68848795013
Rio Novo,Alta,Baixo,Média,São João Nepomuceno,MG,10933.717871395766
Rio Novo,Alta,Baixo,Média,Vargem Alta,ES,2127.538307833981
Rio Novo,Alta,Médio,Alta,Itapemirim,ES,16711.90608327415
Rio Novo,Alta,Médio,Alta,Rio Novo do Sul,ES,16711.90608327415
Rio Novo,Alta,Médio,Alta,Vargem Alta,ES,45296.34978688602
Rio Novo,Baixa,Baixo,Baixa,Itatinga,SP,23732.204807571816
Rio Novo,Média,Baixo,Baixa,Descoberto,MG,10210.376669014193
Rio Novo,Média,Baixo,Baixa,Goianá,MG,8152.8374557035295
Rio Novo,Média,Baixo,Baixa,Rio Novo,MG,16316.026776069135
Rio Novo,Média,Baixo,Baixa,São João Nepomuceno,MG,10210.376669014193
Rio Novo,Média,Médio,Média,Goianá,MG,10227.288177315908
Rio Novo,Média,Médio,Média,Rio Novo,MG,10227.288177315908
Rio Oiapoque,Alta,Baixo,Média,Oiapoque,AP,30339.86911093623
Rio Pajeú,Baixa,Baixo,Baixa,Itapetim,PE,6701.1251847482035
Rio Pajeú,Média,Baixo,Baixa,Afogados da Ingazeira,PE,1943.3409238619324
Rio Pajeú,Média,Baixo,Baixa,Calumbi,PE,2136.7002762373922
Rio Pajeú,Média,Baixo,Baixa,Carnaíba,PE,6699.6129419408935
Rio Pajeú,Média,Baixo,Baixa,Flores,PE,5505.1326339877105
Rio Pajeú,Média,Baixo,Baixa,Serra Talhada,PE,4513.173198733547
Rio Pajeú,Média,Baixo,Baixa,Tabira,PE,4362.29738545623
Rio Pajeú,Média,Médio,Média,Floresta,PE,9990.119535555374
Rio Palha,Média,Médio,Média,Castanheiras,RO,16739.283513166745
Rio Palha,Média,Médio,Média,Novo Horizonte do Oeste,RO,16739.283513166745
Rio Palha,Média,Médio,Média,Rolim de Moura,RO,16739.283513166745
Rio Palhano,Baixa,Baixo,Baixa,Itaiçaba,CE,11740.481534192417
Rio Palhano,Baixa,Baixo,Baixa,Palhano,CE,8875.875646084267
Rio Palhano,Média,Médio,Média,Aracati,CE,16378.457560647574
Rio Palhano,Média,Médio,Média,Itaiçaba,CE,16378.457560647574
Rio Pampã,Média,Baixo,Baixa,Crisólita,MG,14240.261521219338
Rio Pampã,Média,Baixo,Baixa,Fronteira dos Vales,MG,25939.985835978267
Rio Pampã,Média,Baixo,Baixa,Umburatiba,MG,10733.590498928796
Rio Pampã,Média,Baixo,Baixa,Águas Formosas,MG,33201.40166467253
Rio Pampã,Média,Médio,Média,Crisólita,MG,31599.720789637664
Rio Pampã,Média,Médio,Média,Águas Formosas,MG,22766.73365638833
Rio Pancas,Alta,Baixo,Média,Colatina,ES,9421.082438696856
Rio Paquequer,Média,Médio,Média,Carmo,RJ,7487.187265818395
Rio Paquequer,Média,Médio,Média,Sapucaia,RJ,7487.187265818395
Rio Paquequer,Média,Médio,Média,Sumidouro,RJ,36924.58284144918
Rio Paquequer,Média,Médio,Média,Teresópolis,RJ,10279.111192926892
Rio Paracatu,Média,Baixo,Baixa,Brasília de Minas,MG,18821.664846529668
Rio Paracatu,Média,Baixo,Baixa,Luislândia,MG,18821.664846529668
Rio Paracatu,Média,Médio,Média,Brasília de Minas,MG,29850.15410299227
Rio Paraguai,Alta,Alto,Alta,Corumbá,MS,276482.7607830797
Rio Paraguai,Alta,Alto,Alta,Ladário,MS,27572.909071966074
Rio Paraguai,Alta,Baixo,Média,Corumbá,MS,204471.75710535346
Rio Paraguai,Alta,Baixo,Média,Corumbá,MT,55316.17841703533
Rio Paraguai,Alta,Baixo,Média,Poconé,MS,55316.17841703533
Rio Paraguai,Alta,Baixo,Média,Poconé,MT,58140.069330642364
Rio Paraguai,Alta,Baixo,Média,Porto Murtinho,MS,48014.400537505215
Rio Paraguai,Alta,Médio,Alta,Corumbá,MS,326069.34665314393
Rio Paraguai,Alta,Médio,Alta,Porto Murtinho,MS,111418.53929193481
Rio Paraguai,Baixa,Alto,Alta,Porto Murtinho,MS,45360.09959788648
Rio Paraguai,Baixa,Médio,Média,Barra do Bugres,MT,12249.364882723716
Rio Paraguai,Média,Médio,Média,Cáceres,MT,35177.155345585255
Rio Paraguai-mirim,Alta,Alto,Alta,Corumbá,MS,44545.48668676646
Rio Paraguaçu,Baixa,Alto,Alta,Cachoeira,BA,31299.742801886154
Rio Paraguaçu,Baixa,Alto,Alta,Conceição da Feira,BA,22861.601897679397
Rio Paraguaçu,Baixa,Alto,Alta,Maragogipe,BA,7127.6509276862735
Rio Paraguaçu,Baixa,Alto,Alta,São Félix,BA,22861.601897679397
Rio Paraguaçu,Baixa,Médio,Média,Boa Vista do Tupim,BA,29096.53196080125
Rio Paraguaçu,Baixa,Médio,Média,Iaçu,BA,21549.631383517688
Rio Paraguaçu,Baixa,Médio,Média,Itaberaba,BA,21549.631383517688
Rio Paraguaçu,Baixa,Médio,Média,Itaeté,BA,29096.53196080125
Rio Paraguaçu,Baixa,Médio,Média,Nova Redenção,BA,29096.53196080125
Rio Paraibinha,Média,Médio,Média,Itatuba,PB,9210.053915651079
Rio Paraibuna,Alta,Baixo,Média,Belmiro Braga,MG,12002.319553856443
Rio Paraibuna,Alta,Baixo,Média,Belmiro Braga,RJ,4260.01870502413
Rio Paraibuna,Alta,Baixo,Média,Comendador Levy Gasparian,MG,4260.01870502413
Rio Paraibuna,Alta,Baixo,Média,Comendador Levy Gasparian,RJ,4260.01870502413
Rio Paraibuna,Alta,Baixo,Média,Ewbank da Câmara,MG,4377.18060654863
Rio Paraibuna,Alta,Baixo,Média,Matias Barbosa,MG,7742.300848832313
Rio Paraibuna,Alta,Baixo,Média,Santos Dumont,MG,5069.86418868846
Rio Paraibuna,Alta,Baixo,Média,Simão Pereira,MG,16275.05764135863
Rio Paraibuna,Alta,Baixo,Média,Simão Pereira,RJ,4260.01870502413
Rio Paraibuna,Alta,Médio,Alta,Ewbank da Câmara,MG,14893.551435608399
Rio Paraibuna,Alta,Médio,Alta,Juiz de Fora,MG,59382.81454027828
Rio Paraibuna,Alta,Médio,Alta,Matias Barbosa,MG,18796.18635535867
Rio Paraibuna,Média,Médio,Média,Comendador Levy Gasparian,MG,11630.814541323167
Rio Paraibuna,Média,Médio,Média,Comendador Levy Gasparian,RJ,11630.814541323167
Rio Paraibuna,Média,Médio,Média,Simão Pereira,MG,11630.814541323167
Rio Paraibuna,Média,Médio,Média,Simão Pereira,RJ,11630.814541323167
Rio Paraim,Média,Baixo,Baixa,Curimatá,PI,12278.5275347279
Rio Paraim,Média,Baixo,Baixa,Redenção do Gurguéia,PI,26694.551220742997
Rio Paraim,Média,Baixo,Baixa,Riacho Frio,PI,38162.9179667632
Rio Paraitinga,Alta,Baixo,Média,São Luiz do Paraitinga,SP,11820.830633442822
Rio Paraitinga,Baixa,Baixo,Baixa,Lagoinha,SP,19179.408918461162
Rio Paraitinga,Baixa,Baixo,Baixa,São Luiz do Paraitinga,SP,8698.397490207735
Rio Paranapanema,Baixa,Baixo,Baixa,Marilena,PR,6880.719766936435
Rio Paranapanema,Baixa,Baixo,Baixa,Marilena,SP,6880.719766936435
Rio Paranapanema,Baixa,Baixo,Baixa,Rosana,PR,6880.719766936435
Rio Paranapanema,Baixa,Baixo,Baixa,Rosana,SP,6880.719766936435
Rio Paranapanema,Baixa,Baixo,Baixa,São Pedro do Paraná,PR,11016.195499470268
Rio Paranapanema,Baixa,Baixo,Baixa,São Pedro do Paraná,SP,6880.719766936435
Rio Paranatinga,Alta,Baixo,Média,Paranatinga,MT,22074.332086651346
Rio Paranaíba,Alta,Baixo,Média,Araporã,GO,35516.65822880652
Rio Paranaíba,Alta,Baixo,Média,Araporã,MG,35516.65822880652
Rio Paranaíba,Alta,Baixo,Média,Itumbiara,GO,35516.65822880652
Rio Paranaíba,Alta,Baixo,Média,Itumbiara,MG,35516.65822880652
Rio Paranaíba,Alta,Baixo,Média,Lagoa Formosa,MG,9925.477663817885
Rio Paranaíba,Alta,Baixo,Média,Patos de Minas,MG,18389.942373517093
Rio Paranaíba,Alta,Médio,Alta,Lagoa Formosa,MG,17692.06852653018
Rio Paranaíba,Alta,Médio,Alta,Patos de Minas,MG,28330.271897981685
Rio Paranaíba,Média,Baixo,Baixa,Coromandel,MG,106289.5460116739
Rio Paranaíba,Média,Baixo,Baixa,Lagamar,MG,60205.802118949636
Rio Paranaíba,Média,Baixo,Baixa,Lagoa Formosa,MG,11802.437236115704
Rio Paranaíba,Média,Baixo,Baixa,Patos de Minas,MG,116475.51066715561
Rio Paranaíba,Média,Baixo,Baixa,Presidente Olegário,MG,72148.59300980781
Rio Paranaíba,Média,Médio,Média,Aparecida do Taboado,MG,33520.980427771705
Rio Paranaíba,Média,Médio,Média,Aparecida do Taboado,MS,35111.640598586
Rio Paranaíba,Média,Médio,Média,Carneirinho,MG,73711.67765043426
Rio Paranaíba,Média,Médio,Média,Carneirinho,MS,69579.220655104
Rio Paranaíba,Média,Médio,Média,Paranaíba,MG,36058.240227332295
Rio Paranaíba,Média,Médio,Média,Paranaíba,MS,42514.22664028819
Rio Paranhana,Alta,Alto,Alta,Igrejinha,RS,22627.715030980646
Rio Paranhana,Alta,Alto,Alta,Parobé,RS,12411.244730349947
Rio Paranhana,Alta,Alto,Alta,Taquara,RS,12411.244730349947
Rio Paranhana,Alta,Alto,Alta,Três Coroas,RS,10216.4703006307
Rio Paraná,Alta,Baixo,Média,Batayporã,MS,11738.553738068465
Rio Paraná,Alta,Baixo,Média,Batayporã,PR,11738.553738068465
Rio Paraná,Alta,Baixo,Média,Batayporã,SP,11738.553738068465
Rio Paraná,Alta,Baixo,Média,Marilena,MS,11738.553738068465
Rio Paraná,Alta,Baixo,Média,Marilena,PR,11738.553738068465
Rio Paraná,Alta,Baixo,Média,Marilena,SP,11738.553738068465
Rio Paraná,Alta,Baixo,Média,Rosana,MS,11738.553738068465
Rio Paraná,Alta,Baixo,Média,Rosana,PR,11738.553738068465
Rio Paraná,Alta,Baixo,Média,Rosana,SP,11738.553738068465
Rio Paraná,Média,Médio,Média,Alto Paraíso,MS,25085.491852268802
Rio Paraná,Média,Médio,Média,Alto Paraíso,PR,25085.491852268802
Rio Paraná,Média,Médio,Média,Anaurilândia,MS,137464.84361902805
Rio Paraná,Média,Médio,Média,Anaurilândia,SP,133080.45402525555
Rio Paraná,Média,Médio,Média,Aparecida do Taboado,MS,97144.39574403345
Rio Paraná,Média,Médio,Média,Aparecida do Taboado,SP,78126.02710873724
Rio Paraná,Média,Médio,Média,Bataguassu,MS,53687.53809164931
Rio Paraná,Média,Médio,Média,Bataguassu,SP,44286.83622372381
Rio Paraná,Média,Médio,Média,Batayporã,MS,88760.48461418384
Rio Paraná,Média,Médio,Média,Batayporã,PR,47039.43695432268
Rio Paraná,Média,Médio,Média,Batayporã,SP,73185.96424583277
Rio Paraná,Média,Médio,Média,Brasilândia,MS,43191.01987971805
Rio Paraná,Média,Médio,Média,Brasilândia,SP,43191.01987971805
Rio Paraná,Média,Médio,Média,Castilho,MS,20840.644206868434
Rio Paraná,Média,Médio,Média,Castilho,SP,94450.07493304907
Rio Paraná,Média,Médio,Média,Eldorado,MS,53123.88824116536
Rio Paraná,Média,Médio,Média,Icaraíma,MS,18855.61308376179
Rio Paraná,Média,Médio,Média,Icaraíma,PR,18855.61308376179
Rio Paraná,Média,Médio,Média,Ilha Solteira,MS,73585.37623814151
Rio Paraná,Média,Médio,Média,Ilha Solteira,SP,81232.76689216917
Rio Paraná,Média,Médio,Média,Itapura,MS,39806.02504783719
Rio Paraná,Média,Médio,Média,Itapura,SP,44109.24046863676
Rio Paraná,Média,Médio,Média,Itaquiraí,MS,62472.78501145917
Rio Paraná,Média,Médio,Média,Itaquiraí,PR,20516.310277295106
Rio Paraná,Média,Médio,Média,Marilena,MS,31464.91658597162
Rio Paraná,Média,Médio,Média,Marilena,PR,31464.91658597162
Rio Paraná,Média,Médio,Média,Marilena,SP,31464.91658597162
Rio Paraná,Média,Médio,Média,Mundo Novo,MS,55813.23363555075
Rio Paraná,Média,Médio,Média,Naviraí,MS,129578.41734282995
Rio Paraná,Média,Médio,Média,Naviraí,PR,69772.19820198131
Rio Paraná,Média,Médio,Média,Panorama,SP,50381.076704989435
Rio Paraná,Média,Médio,Média,Paulicéia,MS,24704.822206641125
Rio Paraná,Média,Médio,Média,Paulicéia,SP,99423.4527045649
Rio Paraná,Média,Médio,Média,Porto Rico,MS,35785.57477494964
Rio Paraná,Média,Médio,Média,Porto Rico,PR,62006.84945695112
Rio Paraná,Média,Médio,Média,Presidente Epitácio,MS,135534.12485453513
Rio Paraná,Média,Médio,Média,Presidente Epitácio,SP,218839.80316026654
Rio Paraná,Média,Médio,Média,Querência do Norte,MS,74675.35702751973
Rio Paraná,Média,Médio,Média,Querência do Norte,PR,74675.35702751973
Rio Paraná,Média,Médio,Média,Rosana,MS,99978.47552000865
Rio Paraná,Média,Médio,Média,Rosana,PR,31464.91658597162
Rio Paraná,Média,Médio,Média,Rosana,SP,130335.1295666048
Rio Paraná,Média,Médio,Média,Rubinéia,MS,28660.22597023589
Rio Paraná,Média,Médio,Média,Rubinéia,SP,28660.22597023589
Rio Paraná,Média,Médio,Média,Santa Rita do Pardo,MS,56741.14930942423
Rio Paraná,Média,Médio,Média,Santa Rita do Pardo,SP,56741.14930942423
Rio Paraná,Média,Médio,Média,Selvíria,MS,71617.65470020894
Rio Paraná,Média,Médio,Média,Selvíria,SP,61944.98985582995
Rio Paraná,Média,Médio,Média,São Pedro do Paraná,MS,35300.88321625422
Rio Paraná,Média,Médio,Média,São Pedro do Paraná,PR,44792.204804748115
Rio Paraná,Média,Médio,Média,São Pedro do Paraná,SP,19726.362847903154
Rio Paraná,Média,Médio,Média,Taquarussu,MS,81765.89481391972
Rio Paraná,Média,Médio,Média,Taquarussu,PR,45257.915175461756
Rio Paraná,Média,Médio,Média,Teodoro Sampaio,MS,48546.95344290833
Rio Paraná,Média,Médio,Média,Teodoro Sampaio,SP,48546.95344290833
Rio Paraná,Média,Médio,Média,Três Lagoas,MS,42150.47787530344
Rio Paraná,Média,Médio,Média,Três Lagoas,SP,20840.644206868434
Rio Paranã,Baixa,Alto,Alta,Flores de Goiás,GO,47880.98342327794
Rio Paranã,Baixa,Alto,Alta,Formosa,GO,18149.295093192246
Rio Paranã,Baixa,Médio,Média,Flores de Goiás,GO,28476.2588795545
Rio Paranã,Baixa,Médio,Média,Iaciara,GO,83741.82216670377
Rio Paranã,Baixa,Médio,Média,Monte Alegre de Goiás,GO,12751.234760680507
Rio Paranã,Baixa,Médio,Média,Nova Roma,GO,83715.83789365695
Rio Paranã,Baixa,Médio,Média,São Domingos,GO,37981.97724121281
Rio Paraopeba,Alta,Alto,Alta,Belo Vale,MG,34152.65038686854
Rio Paraopeba,Alta,Alto,Alta,Betim,MG,8798.72339914024
Rio Paraopeba,Alta,Alto,Alta,Brumadinho,MG,6893.454950841599
Rio Paraopeba,Alta,Alto,Alta,Congonhas,MG,11253.756803899516
Rio Paraopeba,Alta,Alto,Alta,Esmeraldas,MG,33547.10884815721
Rio Paraopeba,Alta,Alto,Alta,Florestal,MG,29126.536868121715
Rio Paraopeba,Alta,Alto,Alta,Jeceaba,MG,32860.76961249316
Rio Paraopeba,Alta,Alto,Alta,Juatuba,MG,26729.650687879024
Rio Paraopeba,Alta,Alto,Alta,Moeda,MG,5164.127813490742
Rio Paraopeba,Alta,Baixo,Média,Jeceaba,MG,12490.186457149992
Rio Paraopeba,Alta,Baixo,Média,São Brás do Suaçuí,MG,12490.186457149992
Rio Paraopeba,Alta,Médio,Alta,Esmeraldas,MG,41147.288355108576
Rio Paraopeba,Alta,Médio,Alta,Fortuna de Minas,MG,23676.22150186159
Rio Paraopeba,Alta,Médio,Alta,Pará de Minas,MG,12609.075245842392
Rio Paraopeba,Alta,Médio,Alta,Pequi,MG,23676.22150186159
Rio Paraopeba,Alta,Médio,Alta,São José da Varginha,MG,36875.77768536367
Rio Paraopeba,Média,Baixo,Baixa,Brumadinho,MG,197.99234578456253
Rio Paraopeba,Média,Médio,Média,Brumadinho,MG,10760.50434722743
Rio Paraopeba,Média,Médio,Média,Mário Campos,MG,10760.50434722743
Rio Paraopeba,Média,Médio,Média,São Joaquim de Bicas,MG,10760.50434722743
Rio Parauapebas,Alta,Alto,Alta,Parauapebas,PA,16265.317146346018
Rio Parauninha,Baixa,Baixo,Baixa,Curvelo,MG,2766.0366207167745
Rio Parauninha,Baixa,Baixo,Baixa,Gouveia,MG,6088.22804755348
Rio Parauninha,Baixa,Baixo,Baixa,Monjolos,MG,6088.22804755348
Rio Parauninha,Baixa,Baixo,Baixa,Presidente Juscelino,MG,17898.226512449786
Rio Parauninha,Baixa,Baixo,Baixa,Santo Hipólito,MG,23993.263572521624
Rio Parauninha,Baixa,Médio,Média,Gouveia,MG,19977.437169886027
Rio Parauninha,Baixa,Médio,Média,Presidente Juscelino,MG,19977.437169886027
Rio Parauninha,Média,Baixo,Baixa,Baldim,MG,21242.9786113292
Rio Parauninha,Média,Baixo,Baixa,Gouveia,MG,6916.265158956113
Rio Parauninha,Média,Baixo,Baixa,Presidente Juscelino,MG,39586.88121876365
Rio Parauninha,Média,Baixo,Baixa,Santana de Pirapama,MG,89310.01208918747
Rio Parauninha,Média,Baixo,Baixa,Santana do Riacho,MG,23725.592109425546
Rio Paraíba,Alta,Alto,Alta,Cruz do Espírito Santo,PB,27373.36108320288
Rio Paraíba,Alta,Alto,Alta,Pilar,PB,10292.457463796158
Rio Paraíba,Alta,Alto,Alta,Santa Rita,PB,23820.34958891762
Rio Paraíba,Alta,Alto,Alta,São Miguel de Taipu,PB,27726.097597595213
Rio Paraíba,Baixa,Baixo,Baixa,Boqueirão,PB,4330.928568522778
Rio Paraíba,Baixa,Baixo,Baixa,Congo,PB,8192.947564696682
Rio Paraíba,Baixa,Baixo,Baixa,São Domingos do Cariri,PB,4582.1477043779
Rio Paraíba,Média,Alto,Alta,Itabaiana,PB,21768.68659829142
Rio Paraíba,Média,Alto,Alta,Itatuba,PB,27921.34105934163
Rio Paraíba,Média,Alto,Alta,Mogeiro,PB,13002.59254733669
Rio Paraíba,Média,Alto,Alta,Natuba,PB,25290.57884375738
Rio Paraíba,Média,Alto,Alta,Pilar,PB,13042.759773342466
Rio Paraíba,Média,Alto,Alta,Salgado de São Félix,PB,48165.898965691216
Rio Paraíba,Média,Alto,Alta,São José dos Ramos,PB,13042.759773342466
Rio Paraíba do Sul,Alta,Baixo,Média,Aparecida,SP,15382.043168460414
Rio Paraíba do Sul,Alta,Baixo,Média,Cachoeira Paulista,SP,9529.59026929335
Rio Paraíba do Sul,Alta,Baixo,Média,Cantagalo,MG,19923.161521459137
Rio Paraíba do Sul,Alta,Baixo,Média,Cantagalo,RJ,19923.161521459137
Rio Paraíba do Sul,Alta,Baixo,Média,Caçapava,SP,7489.116982668845
Rio Paraíba do Sul,Alta,Baixo,Média,Cruzeiro,SP,9529.59026929335
Rio Paraíba do Sul,Alta,Baixo,Média,Estrela Dalva,MG,19923.161521459137
Rio Paraíba do Sul,Alta,Baixo,Média,Estrela Dalva,RJ,19923.161521459137
Rio Paraíba do Sul,Alta,Baixo,Média,Guararema,SP,19978.964162100394
Rio Paraíba do Sul,Alta,Baixo,Média,Guaratinguetá,SP,27990.42304725286
Rio Paraíba do Sul,Alta,Baixo,Média,Jacareí,SP,22471.08541245852
Rio Paraíba do Sul,Alta,Baixo,Média,Lorena,SP,10238.179936008604
Rio Paraíba do Sul,Alta,Baixo,Média,Pirapetinga,MG,19923.161521459137
Rio Paraíba do Sul,Alta,Baixo,Média,Pirapetinga,RJ,19923.161521459137
Rio Paraíba do Sul,Alta,Baixo,Média,Potim,SP,11324.932049424417
Rio Paraíba do Sul,Alta,Baixo,Média,Santo Antônio de Pádua,MG,19923.161521459137
Rio Paraíba do Sul,Alta,Baixo,Média,Santo Antônio de Pádua,RJ,19923.161521459137
Rio Paraíba do Sul,Alta,Médio,Alta,Aperibé,RJ,26690.531124074434
Rio Paraíba do Sul,Alta,Médio,Alta,Barra Mansa,RJ,6505.088866331707
Rio Paraíba do Sul,Alta,Médio,Alta,Campos dos Goytacazes,RJ,44804.05809369414
Rio Paraíba do Sul,Alta,Médio,Alta,Itaocara,RJ,26690.531124074434
Rio Paraíba do Sul,Alta,Médio,Alta,Paraíba do Sul,RJ,11002.000572992107
Rio Paraíba do Sul,Alta,Médio,Alta,Quatis,RJ,5673.787600766657
Rio Paraíba do Sul,Alta,Médio,Alta,Santo Antônio de Pádua,RJ,14188.456993016296
Rio Paraíba do Sul,Alta,Médio,Alta,São Fidélis,RJ,24538.024045325332
Rio Paraíba do Sul,Baixa,Baixo,Baixa,Cachoeira Paulista,SP,19161.4170197854
